country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max
India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-02-2025 17:00:00,28.815329,77.153010,PM2.5,32,220
India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-02-2025 17:00:00,28.815329,77.153010,PM10,85,188
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-02-2025 17:00:00,28.647622,77.3158090,CO,15,44
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-02-2025 17:00:00,28.695381,77.181665,PM10,NA,NA
India,Delhi,Delhi,"ITO, Delhi - CPCB",14-02-2025 17:00:00,28.628624,77.241060,PM10,76,145
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",14-02-2025 17:00:00,28.732820,77.170633,SO2,1,41
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",14-02-2025 17:00:00,28.732820,77.170633,CO,34,108
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",14-02-2025 17:00:00,23.163798,72.677768,NO2,41,65
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",14-02-2025 17:00:00,23.163798,72.677768,SO2,4,7
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",14-02-2025 17:00:00,23.243639,72.68994,CO,40,97
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",14-02-2025 17:00:00,23.221714,72.654328,SO2,2,4
India,Gujarat,Surat,"Science Center, Surat - SMC",14-02-2025 17:00:00,21.170046,72.795405,PM10,28,122
India,Gujarat,Surat,"Science Center, Surat - SMC",14-02-2025 17:00:00,21.170046,72.795405,NO2,20,31
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",14-02-2025 17:00:00,20.362421,72.918013,NH3,10,10
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",14-02-2025 17:00:00,28.376058,77.315741,SO2,8,9
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",14-02-2025 17:00:00,28.376058,77.315741,CO,32,52
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",14-02-2025 17:00:00,28.422681,77.148944,PM10,85,150
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",14-02-2025 17:00:00,28.422681,77.148944,NO2,3,17
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",14-02-2025 17:00:00,28.422681,77.148944,CO,14,25
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",14-02-2025 17:00:00,28.4227,77.0667,NH3,88,99
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",14-02-2025 17:00:00,28.4227,77.0667,CO,13,34
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",14-02-2025 17:00:00,28.6514781,77.1473105,CO,44,90
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",14-02-2025 17:00:00,28.5504249,77.2159377,NO2,44,50
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",14-02-2025 17:00:00,28.710508,77.249485,NO2,30,78
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",14-02-2025 17:00:00,28.531346,77.190156,NH3,4,11
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",14-02-2025 17:00:00,28.531346,77.190156,SO2,3,25
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",14-02-2025 17:00:00,28.672342,77.315260,PM2.5,48,195
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",14-02-2025 17:00:00,28.672342,77.315260,NH3,9,11
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",14-02-2025 17:00:00,28.672342,77.315260,SO2,12,23
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",14-02-2025 17:00:00,28.699793,77.165453,PM10,116,197
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",14-02-2025 17:00:00,28.699793,77.165453,NO2,70,129
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",14-02-2025 17:00:00,23.107969,72.574648,NO2,13,129
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",14-02-2025 17:00:00,23.107969,72.574648,CO,23,141
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",14-02-2025 17:00:00,23.107969,72.574648,OZONE,6,176
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",14-02-2025 17:00:00,22.969611,72.643500,NO2,36,79
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",14-02-2025 17:00:00,22.969611,72.643500,NH3,4,13
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",14-02-2025 17:00:00,22.969611,72.643500,OZONE,1,3
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",14-02-2025 17:00:00,28.593883,76.270653,NO2,15,23
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",14-02-2025 17:00:00,28.39072,77.30059,NO2,10,12
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",14-02-2025 17:00:00,28.39072,77.30059,SO2,6,19
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",14-02-2025 17:00:00,30.943887,76.801991,PM10,67,122
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",14-02-2025 17:00:00,30.943887,76.801991,CO,14,38
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",14-02-2025 17:00:00,30.943887,76.801991,OZONE,31,131
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",14-02-2025 17:00:00,34.066206,74.819820,NH3,1,3
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",14-02-2025 17:00:00,23.80569,86.44268,PM2.5,6,159
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",14-02-2025 17:00:00,23.002657,72.591912,PM2.5,19,111
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",14-02-2025 17:00:00,23.002657,72.591912,CO,17,66
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",14-02-2025 17:00:00,23.002657,72.591912,OZONE,1,41
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",14-02-2025 17:00:00,23.020509,72.579261,NH3,1,20
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",14-02-2025 17:00:00,23.016834,72.625775,SO2,14,105
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",14-02-2025 17:00:00,23.041137,72.456691,PM10,56,188
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",14-02-2025 17:00:00,23.076793,72.627874,PM2.5,NA,NA
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",14-02-2025 17:00:00,23.043070,72.562968,PM2.5,65,264
India,Delhi,Delhi,"Pusa, Delhi - IMD",14-02-2025 17:00:00,28.636110,77.173332,NO2,7,43
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",14-02-2025 17:00:00,28.563262,77.186937,NO2,28,79
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",14-02-2025 17:00:00,28.563262,77.186937,CO,20,40
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",14-02-2025 17:00:00,12.917348,77.622813,NH3,1,3
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",14-02-2025 17:00:00,12.917348,77.622813,SO2,8,15
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",14-02-2025 17:00:00,12.917348,77.622813,OZONE,17,20
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",14-02-2025 17:00:00,13.428828,77.731418,PM2.5,55,162
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",14-02-2025 17:00:00,13.428828,77.731418,PM10,59,133
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",14-02-2025 17:00:00,13.428828,77.731418,NO2,14,28
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",14-02-2025 17:00:00,13.428828,77.731418,CO,4,51
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",14-02-2025 17:00:00,13.328028,75.797056,NO2,NA,NA
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",14-02-2025 17:00:00,15.3714823,75.1160168,OZONE,16,54
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",14-02-2025 17:00:00,17.321993,76.822628,SO2,34,35
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",14-02-2025 17:00:00,17.336318,76.847397,PM2.5,27,48
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",14-02-2025 17:00:00,17.336318,76.847397,PM10,NA,NA
India,Karnataka,Karwar,"KHB Colony, Karwar - KSPCB",14-02-2025 17:00:00,14.816666,74.141003,NO2,NA,NA
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",14-02-2025 17:00:00,12.9135218,77.5950804,PM10,24,46
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",14-02-2025 17:00:00,12.9135218,77.5950804,NO2,36,58
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",14-02-2025 17:00:00,12.9135218,77.5950804,NH3,2,4
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",14-02-2025 17:00:00,12.951913,77.539784,NO2,12,12
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",14-02-2025 17:00:00,12.951913,77.539784,OZONE,22,71
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",14-02-2025 17:00:00,12.9756843,77.5660749,SO2,7,16
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",14-02-2025 17:00:00,13.029152,77.585901,CO,10,60
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",14-02-2025 17:00:00,12.938539,77.590100,PM10,42,372
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",14-02-2025 17:00:00,12.938539,77.590100,SO2,10,34
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",14-02-2025 17:00:00,12.920984,77.584908,OZONE,15,30
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",14-02-2025 17:00:00,13.003872,77.664217,PM2.5,37,43
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",14-02-2025 17:00:00,14.475800,75.905200,CO,28,48
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",14-02-2025 17:00:00,15.459706,75.008381,SO2,4,13
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",14-02-2025 17:00:00,15.411456,75.638133,NH3,2,4
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",14-02-2025 17:00:00,15.411456,75.638133,OZONE,23,66
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",14-02-2025 17:00:00,12.889250,74.853000,PM10,52,90
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",14-02-2025 17:00:00,12.21041,76.37376,NO2,10,28
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",14-02-2025 17:00:00,12.733409,77.298051,PM2.5,45,157
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",14-02-2025 17:00:00,12.921418,77.502466,SO2,5,6
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",14-02-2025 17:00:00,12.990328,77.5431385,PM10,33,49
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",14-02-2025 17:00:00,13.0246342,77.5080115,PM10,51,132
India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB",14-02-2025 17:00:00,13.008556,76.125258,NH3,1,3
India,Karnataka,Hubballi,"Deshpande Nagar, Hubballi - KSPCB",14-02-2025 17:00:00,15.351773,75.140726,NH3,NA,NA
India,Karnataka,Hubballi,"Deshpande Nagar, Hubballi - KSPCB",14-02-2025 17:00:00,15.351773,75.140726,SO2,NA,NA
India,Karnataka,Hubballi,"Deshpande Nagar, Hubballi - KSPCB",14-02-2025 17:00:00,15.351773,75.140726,OZONE,8,8
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB",14-02-2025 17:00:00,13.377516,77.099072,PM10,138,189
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB",14-02-2025 17:00:00,13.377516,77.099072,SO2,7,8
India,Madhya Pradesh,Sagar,"Deen Dayal Nagar, Sagar - MPPCB",14-02-2025 17:00:00,23.8640158,78.80289321,PM2.5,11,150
India,Madhya Pradesh,Sagar,"Deen Dayal Nagar, Sagar - MPPCB",14-02-2025 17:00:00,23.8640158,78.80289321,SO2,1,21
India,Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",14-02-2025 17:00:00,24.58434363,80.8549414,PM10,61,62
India,Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",14-02-2025 17:00:00,24.58434363,80.8549414,CO,12,28
India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",14-02-2025 17:00:00,24.108970,82.645580,PM2.5,20,68
India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",14-02-2025 17:00:00,24.108970,82.645580,PM10,48,148
India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",14-02-2025 17:00:00,24.108970,82.645580,NH3,1,6
India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",14-02-2025 17:00:00,24.108970,82.645580,SO2,20,38
India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",14-02-2025 17:00:00,23.182719 ,75.768218 ,PM2.5,29,225
India,Madhya Pradesh,Indore,"Regional Park, Indore - IMC",14-02-2025 17:00:00,22.6780,75.8559,NO2,5,9
India,Madhya Pradesh,Indore,"Regional Park, Indore - IMC",14-02-2025 17:00:00,22.6780,75.8559,SO2,49,53
India,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",14-02-2025 17:00:00,22.7084,75.8815,PM2.5,31,269
India,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",14-02-2025 17:00:00,22.7084,75.8815,PM10,46,254
India,Madhya Pradesh,Indore,"Vijay Nagar Scheme-78, Indore - Glenmark",14-02-2025 17:00:00,22.76726,75.88710,PM2.5,50,54
India,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",14-02-2025 17:00:00,23.163174,79.973061,SO2,6,12
India,Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",14-02-2025 17:00:00,23.142888,79.916147,PM2.5,13,60
India,Madhya Pradesh,Maihar,"Sahilara, Maihar - KJS Cements",14-02-2025 17:00:00,24.2613009,80.7231783,PM10,13,41
India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",14-02-2025 17:00:00,23.108440,77.511428,PM2.5,38,432
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",14-02-2025 17:00:00,22.624758,75.675238,NH3,1,4
India,Madhya Pradesh,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",14-02-2025 17:00:00,23.331731,75.045981,PM10,NA,NA
India,Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",14-02-2025 17:00:00,23.838586,78.759431,NH3,1,2
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",14-02-2025 17:00:00,23.264759,77.381568,CO,16,48
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",14-02-2025 17:00:00,23.210494,77.425409,NO2,1,91
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",14-02-2025 17:00:00,23.210494,77.425409,OZONE,23,50
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",14-02-2025 17:00:00,23.233584,77.400574,NO2,31,71
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",14-02-2025 17:00:00,23.233584,77.400574,SO2,14,42
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",14-02-2025 17:00:00,22.9682591,76.064118,NH3,4,6
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",14-02-2025 17:00:00,22.9682591,76.064118,SO2,23,39
India,Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",14-02-2025 17:00:00,23.142888,79.916147,PM10,28,83
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",14-02-2025 17:00:00,23.168606,79.932247,NO2,29,69
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",14-02-2025 17:00:00,23.168606,79.932247,SO2,3,50
India,Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",14-02-2025 17:00:00,23.218135,79.957770,PM2.5,12,78
India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",14-02-2025 17:00:00,23.50016,80.23284,PM10,70,224
India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",14-02-2025 17:00:00,23.50016,80.23284,OZONE,8,97
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",14-02-2025 17:00:00,22.9682591,76.064118,OZONE,34,54
India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",14-02-2025 17:00:00,26.203442,78.193251,OZONE,40,90
India,Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",14-02-2025 17:00:00,26.259242,78.216432,PM2.5,50,318
India,Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",14-02-2025 17:00:00,26.259242,78.216432,PM10,52,200
India,Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",14-02-2025 17:00:00,26.259242,78.216432,OZONE,19,39
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",14-02-2025 17:00:00,16.7602,77.1428,OZONE,18,19
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",14-02-2025 17:00:00,10.073232,76.302765,PM2.5,NA,NA
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",14-02-2025 17:00:00,10.073232,76.302765,PM10,NA,NA
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",14-02-2025 17:00:00,10.073232,76.302765,NO2,NA,NA
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",14-02-2025 17:00:00,8.8787,76.6073,PM10,NA,NA
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",14-02-2025 17:00:00,8.8787,76.6073,OZONE,34,35
India,Madhya Pradesh,Indore,"Airport Area, Indore - IMC",14-02-2025 17:00:00,22.7289,75.8076,OZONE,2,16
India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",14-02-2025 17:00:00,22.4310,75.5213,SO2,9,40
India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",14-02-2025 17:00:00,22.4310,75.5213,CO,40,115
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",14-02-2025 17:00:00,8.563700,76.886500,NH3,NA,NA
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",14-02-2025 17:00:00,8.5149093,76.9435879,PM10,NA,NA
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",14-02-2025 17:00:00,19.9775302,79.2337086,OZONE,1,90
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",14-02-2025 17:00:00,20.918946,74.776388,PM2.5,NA,NA
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",14-02-2025 17:00:00,20.918946,74.776388,PM10,NA,NA
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",14-02-2025 17:00:00,20.918946,74.776388,NO2,NA,NA
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",14-02-2025 17:00:00,20.918946,74.776388,OZONE,24,75
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",14-02-2025 17:00:00,21.001264,75.565602,CO,14,40
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",14-02-2025 17:00:00,21.001264,75.565602,OZONE,16,95
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",14-02-2025 17:00:00,19.854616,75.905894,PM10,53,146
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",14-02-2025 17:00:00,19.854616,75.905894,SO2,2,3
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB",14-02-2025 17:00:00,16.7143745,74.2426398,SO2,1,13
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",14-02-2025 17:00:00,18.39963,76.57452,PM2.5,47,86
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",14-02-2025 17:00:00,18.1023399,73.4783687,NH3,5,10
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",14-02-2025 17:00:00,18.1023399,73.4783687,SO2,2,69
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",14-02-2025 17:00:00,20.555712,74.529236,NO2,NA,NA
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",14-02-2025 17:00:00,20.555712,74.529236,NH3,9,10
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",14-02-2025 17:00:00,19.065931,72.862131,PM2.5,74,307
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",14-02-2025 17:00:00,19.065931,72.862131,CO,20,100
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",14-02-2025 17:00:00,19.065931,72.862131,OZONE,1,121
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",14-02-2025 17:00:00,19.23241,72.86895,NO2,33,135
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",14-02-2025 17:00:00,19.2243333,72.8658113,SO2,11,24
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",14-02-2025 17:00:00,18.9767,72.8380,NH3,10,34
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",14-02-2025 17:00:00,19.10122,74.73339,CO,27,113
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",14-02-2025 17:00:00,19.10122,74.73339,OZONE,13,175
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",14-02-2025 17:00:00,20.9402359,77.7895248,SO2,1,22
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",14-02-2025 17:00:00,20.9402359,77.7895248,CO,20,22
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB",14-02-2025 17:00:00,20.939198,77.765701,NO2,3,42
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB",14-02-2025 17:00:00,20.939198,77.765701,OZONE,30,61
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",14-02-2025 17:00:00,19.8389439,75.244448,CO,14,122
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",14-02-2025 17:00:00,19.863756,75.321188,NO2,14,77
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",14-02-2025 17:00:00,19.863756,75.321188,NH3,3,5
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",14-02-2025 17:00:00,19.863756,75.321188,SO2,8,41
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",14-02-2025 17:00:00,19.16485,73.23409,NH3,2,6
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",14-02-2025 17:00:00,19.16485,73.23409,OZONE,1,118
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",14-02-2025 17:00:00,19.0243902,73.0406721,NH3,NA,NA
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",14-02-2025 17:00:00,19.0243902,73.0406721,SO2,12,44
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",14-02-2025 17:00:00,19.309073,73.057223,NO2,30,84
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",14-02-2025 17:00:00,19.786089,72.757971,CO,6,36
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",14-02-2025 17:00:00,19.786089,72.757971,OZONE,57,113
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",14-02-2025 17:00:00,19.25292,73.142019,NH3,1,1
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB",14-02-2025 17:00:00,19.192056,72.9585188,SO2,13,33
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",14-02-2025 17:00:00,16.6870449,74.2505872,PM2.5,54,94
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",14-02-2025 17:00:00,16.6870449,74.2505872,CO,12,85
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",14-02-2025 17:00:00,19.083694,72.920967,PM10,90,162
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",14-02-2025 17:00:00,19.205800,72.868200,PM10,103,123
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",14-02-2025 17:00:00,19.205800,72.868200,CO,8,14
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",14-02-2025 17:00:00,19.0632143,72.8456324,CO,14,101
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",14-02-2025 17:00:00,18.910000,72.820000,CO,24,30
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM",14-02-2025 17:00:00,19.04946,72.9230,OZONE,5,73
India,Maharashtra,Navi Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",14-02-2025 17:00:00,19.02579,73.10297,PM2.5,53,171
India,Maharashtra,Navi Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",14-02-2025 17:00:00,19.02579,73.10297,NO2,20,110
India,Maharashtra,Navi Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",14-02-2025 17:00:00,19.02579,73.10297,NH3,3,12
India,Maharashtra,Navi Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",14-02-2025 17:00:00,19.02579,73.10297,OZONE,1,81
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB",14-02-2025 17:00:00,19.265594,76.761463,PM2.5,28,50
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB",14-02-2025 17:00:00,19.265594,76.761463,PM10,44,78
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",14-02-2025 17:00:00,18.63673,73.82487,PM2.5,50,208
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",14-02-2025 17:00:00,21.152875,79.0517531,PM10,53,149
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",14-02-2025 17:00:00,21.152875,79.0517531,SO2,3,131
