country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",14-02-2025 17:00:00,22.5367507,88.3638022,NH3,9,30
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",14-02-2025 17:00:00,22.58157048,88.41002457,PM10,63,144
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",14-02-2025 17:00:00,22.58157048,88.41002457,NO2,46,96
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",14-02-2025 17:00:00,22.58157048,88.41002457,OZONE,15,49
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",14-02-2025 17:00:00,22.627847,88.380669,SO2,6,15
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",14-02-2025 17:00:00,22.627847,88.380669,OZONE,9,113
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",14-02-2025 17:00:00,22.51106,88.35142,PM10,86,148
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",14-02-2025 17:00:00,22.51106,88.35142,NH3,3,36
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",14-02-2025 17:00:00,22.51106,88.35142,SO2,12,34
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",14-02-2025 17:00:00,26.6879226,88.4152495,PM2.5,108,201
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",14-02-2025 17:00:00,26.6879226,88.4152495,SO2,12,20
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",14-02-2025 17:00:00,16.554731,80.649110,PM10,48,117
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",14-02-2025 17:00:00,16.554731,80.649110,CO,6,62
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",14-02-2025 17:00:00,16.554731,80.649110,OZONE,6,64
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",14-02-2025 17:00:00,17.72,83.3,CO,1,107
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",14-02-2025 17:00:00,27.103358,93.679645,PM10,34,117
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",14-02-2025 17:00:00,27.103358,93.679645,SO2,5,5
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",14-02-2025 17:00:00,26.071318,91.87488,NH3,2,3
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",14-02-2025 17:00:00,25.42742023,86.13886079,NO2,49,76
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",14-02-2025 17:00:00,25.42742023,86.13886079,NH3,15,15
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",14-02-2025 17:00:00,25.42742023,86.13886079,SO2,12,28
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",14-02-2025 17:00:00,25.42742023,86.13886079,CO,38,107
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",14-02-2025 17:00:00,26.80365,84.51954,SO2,11,18
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",14-02-2025 17:00:00,25.251013,86.989001,PM10,36,102
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",14-02-2025 17:00:00,25.251013,86.989001,CO,1,42
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",14-02-2025 17:00:00,25.265194,87.012947,PM10,19,63
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",14-02-2025 17:00:00,16.536107,80.594233,CO,20,31
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",14-02-2025 17:00:00,16.536107,80.594233,OZONE,1,50
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",14-02-2025 17:00:00,16.486692,80.699436,CO,10,36
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",14-02-2025 17:00:00,16.509717,80.612222,PM10,NA,NA
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",14-02-2025 17:00:00,16.509717,80.612222,NO2,NA,NA
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",14-02-2025 17:00:00,16.509717,80.612222,NH3,NA,NA
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",14-02-2025 17:00:00,24.792403,84.992416,NO2,1,5
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",14-02-2025 17:00:00,24.792403,84.992416,CO,5,64
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",14-02-2025 17:00:00,24.762518,84.982348,NO2,17,20
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",14-02-2025 17:00:00,24.762518,84.982348,OZONE,10,43
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",14-02-2025 17:00:00,25.697189,85.245900,NO2,34,64
India,Andaman and Nicobar,Sri Vijaya Puram,"Police Line, Sri Vijaya Puram - ANPCC",14-02-2025 17:00:00,11.654054,92.734055,CO,30,34
India,Andaman and Nicobar,Sri Vijaya Puram,"Police Line, Sri Vijaya Puram - ANPCC",14-02-2025 17:00:00,11.654054,92.734055,OZONE,29,198
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",14-02-2025 17:00:00,14.675886,77.593027,PM2.5,55,99
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",14-02-2025 17:00:00,14.675886,77.593027,PM10,60,103
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",14-02-2025 17:00:00,26.987634,94.636574,NH3,2,4
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",14-02-2025 17:00:00,26.146529,87.454184,PM2.5,32,117
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",14-02-2025 17:00:00,24.75746,84.366208,SO2,3,16
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",14-02-2025 17:00:00,13.204880,79.097889,PM10,54,101
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",14-02-2025 17:00:00,13.204880,79.097889,CO,9,26
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",14-02-2025 17:00:00,14.465052,78.824187,NH3,5,5
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",14-02-2025 17:00:00,14.465052,78.824187,SO2,15,16
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",14-02-2025 17:00:00,25.204762,85.514960,SO2,NA,NA
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",14-02-2025 17:00:00,25.7808257,84.7446768,OZONE,17,97
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",14-02-2025 17:00:00,24.7955,84.9994,PM2.5,23,236
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",14-02-2025 17:00:00,26.349082,92.68449,SO2,3,25
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",14-02-2025 17:00:00,26.446912,91.439057,NO2,9,51
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",14-02-2025 17:00:00,26.987634,94.636574,PM10,19,63
India,Assam,Guwahati,"IITG, Guwahati - PCBA",14-02-2025 17:00:00,26.2028636,91.70046436,PM10,NA,NA
India,Assam,Guwahati,"IITG, Guwahati - PCBA",14-02-2025 17:00:00,26.2028636,91.70046436,NO2,NA,NA
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",14-02-2025 17:00:00,26.181742,91.78063,NO2,3,4
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",14-02-2025 17:00:00,26.181742,91.78063,CO,27,94
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",14-02-2025 17:00:00,25.599486,85.113666,NH3,6,12
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",14-02-2025 17:00:00,25.599486,85.113666,OZONE,19,90
India,Bihar,Patna,"Samanpura, Patna - BSPCB",14-02-2025 17:00:00,25.596727,85.085624,CO,25,101
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",14-02-2025 17:00:00,25.366336,87.117468,PM2.5,25,83
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",14-02-2025 17:00:00,25.366336,87.117468,SO2,13,18
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",14-02-2025 17:00:00,25.03280,85.41948,NO2,8,10
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",14-02-2025 17:00:00,25.03280,85.41948,CO,16,27
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",14-02-2025 17:00:00,22.118125,83.140608,OZONE,18,69
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",14-02-2025 17:00:00,22.368195,82.746431,SO2,19,27
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",14-02-2025 17:00:00,22.348441,82.549611,CO,8,24
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",14-02-2025 17:00:00,22.126650,83.483212,PM10,24,429
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",14-02-2025 17:00:00,22.126650,83.483212,NH3,2,2
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",14-02-2025 17:00:00,22.126650,83.483212,SO2,2,7
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",14-02-2025 17:00:00,21.194815,81.314770,CO,10,32
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",14-02-2025 17:00:00,21.194815,81.314770,OZONE,4,27
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",14-02-2025 17:00:00,21.185571,81.343175,PM10,29,66
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",14-02-2025 17:00:00,21.185571,81.343175,SO2,9,13
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",14-02-2025 17:00:00,21.224231,81.408350,OZONE,6,19
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",14-02-2025 17:00:00,22.08815,82.13737,PM2.5,22,70
India,Bihar,Munger,"Town Hall, Munger - BSPCB",14-02-2025 17:00:00,25.376776,86.471523,PM10,52,150
India,Bihar,Munger,"Town Hall, Munger - BSPCB",14-02-2025 17:00:00,25.376776,86.471523,NH3,6,7
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",14-02-2025 17:00:00,26.11442,85.39813,NO2,13,23
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",14-02-2025 17:00:00,26.1403345,85.3650192,SO2,27,40
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",14-02-2025 17:00:00,26.1403345,85.3650192,CO,19,26
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",14-02-2025 17:00:00,26.2271665,84.3570427,SO2,NA,NA
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",14-02-2025 17:00:00,30.751462,76.762879,PM10,81,114
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",14-02-2025 17:00:00,30.751462,76.762879,NH3,8,11
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",14-02-2025 17:00:00,30.719859,76.738637,NH3,NA,NA
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",14-02-2025 17:00:00,30.719859,76.738637,CO,39,63
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",14-02-2025 17:00:00,25.892357,86.590325,NO2,1,2
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",14-02-2025 17:00:00,25.859655,85.77944,NO2,1,3
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",14-02-2025 17:00:00,25.859655,85.77944,CO,4,28
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",14-02-2025 17:00:00,24.952822,84.002396,NH3,NA,NA
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",14-02-2025 17:00:00,25.586562,85.043586,PM10,87,142
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",14-02-2025 17:00:00,25.592539,85.227158,PM10,124,370
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",14-02-2025 17:00:00,25.592539,85.227158,OZONE,12,26
India,Bihar,Patna,"Muradpur, Patna - BSPCB",14-02-2025 17:00:00,25.619651,85.147382,PM10,36,313
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",14-02-2025 17:00:00,26.0881305,87.93840336,NH3,11,12
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",14-02-2025 17:00:00,27.308328,84.531742,PM10,48,186
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",14-02-2025 17:00:00,26.63086,84.90051,NH3,3,3
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",14-02-2025 17:00:00,22.1910172,83.5197009,PM10,NA,NA
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",14-02-2025 17:00:00,22.1910172,83.5197009,NH3,NA,NA
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",14-02-2025 17:00:00,21.258815,81.578979,PM2.5,25,51
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",14-02-2025 17:00:00,21.258815,81.578979,SO2,3,6
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",14-02-2025 17:00:00,28.6811736,77.3025234,PM10,93,123
India,Delhi,Delhi,"ITO, Delhi - CPCB",14-02-2025 17:00:00,28.628624,77.241060,PM2.5,49,190
India,Delhi,Delhi,"ITO, Delhi - CPCB",14-02-2025 17:00:00,28.628624,77.241060,CO,24,44
India,Delhi,Delhi,"ITO, Delhi - CPCB",14-02-2025 17:00:00,28.628624,77.241060,OZONE,22,80
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",14-02-2025 17:00:00,28.732820,77.170633,PM10,123,178
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",14-02-2025 17:00:00,28.580280,77.233829,NO2,38,99
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",14-02-2025 17:00:00,28.580280,77.233829,OZONE,21,97
India,Delhi,Delhi,"DTU, Delhi - CPCB",14-02-2025 17:00:00,28.7500499,77.1112615,SO2,54,58
India,Delhi,Delhi,"DTU, Delhi - CPCB",14-02-2025 17:00:00,28.7500499,77.1112615,CO,14,28
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",14-02-2025 17:00:00,28.498571,77.264840,NO2,54,87
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",14-02-2025 17:00:00,28.5710274,77.0719006,CO,42,82
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",14-02-2025 17:00:00,28.5710274,77.0719006,OZONE,13,105
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",14-02-2025 17:00:00,28.5627763,77.1180053,PM10,76,147
India,Delhi,Delhi,"Narela, Delhi - DPCC",14-02-2025 17:00:00,28.822836,77.101981,NO2,6,15
India,Delhi,Delhi,"Narela, Delhi - DPCC",14-02-2025 17:00:00,28.822836,77.101981,NH3,8,10
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",14-02-2025 17:00:00,28.567890,77.250515,PM2.5,45,223
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",14-02-2025 17:00:00,28.530785,77.271255,NH3,7,13
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",14-02-2025 17:00:00,28.530785,77.271255,CO,63,105
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",14-02-2025 17:00:00,28.5512005,77.2735737,PM10,85,181
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",14-02-2025 17:00:00,28.5512005,77.2735737,NO2,12,89
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",14-02-2025 17:00:00,28.5512005,77.2735737,OZONE,31,93
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",14-02-2025 17:00:00,28.656756,77.227234,PM2.5,76,81
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",14-02-2025 17:00:00,28.674045,77.131023,SO2,1,47
India,Delhi,Delhi,"Pusa, Delhi - DPCC",14-02-2025 17:00:00,28.639652,77.146275,NO2,54,112
India,Delhi,Delhi,"Pusa, Delhi - DPCC",14-02-2025 17:00:00,28.639652,77.146275,SO2,10,21
India,Delhi,Delhi,"Pusa, Delhi - IMD",14-02-2025 17:00:00,28.636110,77.173332,OZONE,14,104
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",14-02-2025 17:00:00,21.371751,81.664929,PM2.5,25,253
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",14-02-2025 17:00:00,21.371751,81.664929,SO2,9,30
India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-02-2025 17:00:00,28.815329,77.153010,NO2,36,60
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM",14-02-2025 17:00:00,28.588333,77.221667,PM2.5,NA,NA
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM",14-02-2025 17:00:00,28.588333,77.221667,NO2,NA,NA
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",14-02-2025 17:00:00,28.636429,77.201067,PM10,119,119
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",14-02-2025 17:00:00,28.636429,77.201067,OZONE,3,6
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",14-02-2025 17:00:00,28.60909,77.0325413,SO2,2,19
India,Delhi,Delhi,"Narela, Delhi - DPCC",14-02-2025 17:00:00,28.822836,77.101981,PM10,79,135
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-02-2025 17:00:00,28.647622,77.3158090,SO2,7,44
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-02-2025 17:00:00,28.695381,77.181665,CO,28,102
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",14-02-2025 17:00:00,23.043070,72.562968,PM10,95,192
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",14-02-2025 17:00:00,23.043070,72.562968,NO2,12,328
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",14-02-2025 17:00:00,23.043070,72.562968,SO2,11,69
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",14-02-2025 17:00:00,21.613267,73.010555,SO2,51,52
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",14-02-2025 17:00:00,23.163798,72.677768,PM2.5,87,319
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",14-02-2025 17:00:00,23.163798,72.677768,CO,16,60
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",14-02-2025 17:00:00,23.163798,72.677768,OZONE,1,35
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",14-02-2025 17:00:00,23.243639,72.68994,PM2.5,56,202
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",14-02-2025 17:00:00,28.3153,76.9143,NH3,5,9
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",14-02-2025 17:00:00,28.3153,76.9143,OZONE,29,128
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",14-02-2025 17:00:00,30.943887,76.801991,PM2.5,18,193
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",14-02-2025 17:00:00,34.066206,74.819820,OZONE,2,2
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",14-02-2025 17:00:00,23.80569,86.44268,SO2,24,29
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",14-02-2025 17:00:00,23.80569,86.44268,CO,2,2
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",14-02-2025 17:00:00,28.699793,77.165453,NH3,4,12
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",14-02-2025 17:00:00,28.699793,77.165453,CO,22,76
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",14-02-2025 17:00:00,22.977134,72.553024,PM10,98,363
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",14-02-2025 17:00:00,22.977134,72.553024,NO2,42,125
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",14-02-2025 17:00:00,22.977134,72.553024,CO,8,103
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",14-02-2025 17:00:00,23.002657,72.591912,PM10,85,194
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",14-02-2025 17:00:00,23.002657,72.591912,NO2,30,31
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",14-02-2025 17:00:00,23.002657,72.591912,SO2,28,40
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",14-02-2025 17:00:00,28.563262,77.186937,OZONE,15,38
India,Delhi,Delhi,"Rohini, Delhi - DPCC",14-02-2025 17:00:00,28.732528,77.119920,NH3,7,10
India,Delhi,Delhi,"Rohini, Delhi - DPCC",14-02-2025 17:00:00,28.732528,77.119920,OZONE,24,115
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",14-02-2025 17:00:00,28.6514781,77.1473105,SO2,4,26
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",14-02-2025 17:00:00,28.6514781,77.1473105,OZONE,12,71
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",14-02-2025 17:00:00,28.5504249,77.2159377,NH3,11,16
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",14-02-2025 17:00:00,23.243639,72.68994,NO2,18,133
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",14-02-2025 17:00:00,23.243639,72.68994,OZONE,3,99
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",14-02-2025 17:00:00,23.221714,72.654328,PM2.5,22,137
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",14-02-2025 17:00:00,20.362421,72.918013,SO2,42,47
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",14-02-2025 17:00:00,23.020509,72.579261,PM10,43,184
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",14-02-2025 17:00:00,23.020509,72.579261,SO2,15,74
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",14-02-2025 17:00:00,23.016834,72.625775,PM10,65,154
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",14-02-2025 17:00:00,23.023389,72.515201,PM2.5,61,270
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",14-02-2025 17:00:00,28.422681,77.148944,OZONE,37,124
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",14-02-2025 17:00:00,28.4227,77.0667,PM2.5,66,122
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",14-02-2025 17:00:00,28.3153,76.9143,PM10,80,135
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",14-02-2025 17:00:00,28.710508,77.249485,PM2.5,28,98
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",14-02-2025 17:00:00,28.531346,77.190156,NO2,20,170
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",14-02-2025 17:00:00,28.699793,77.165453,PM2.5,50,220
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",14-02-2025 17:00:00,28.39072,77.30059,PM2.5,33,74
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",14-02-2025 17:00:00,17.336318,76.847397,NH3,2,3
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",14-02-2025 17:00:00,17.336318,76.847397,OZONE,5,45
India,Karnataka,Karwar,"KHB Colony, Karwar - KSPCB",14-02-2025 17:00:00,14.816666,74.141003,CO,9,10
India,Karnataka,Kolar,"Tamaka Ind. Area, Kolar - KSPCB",14-02-2025 17:00:00,13.1276288,78.1570122,CO,37,68
India,Karnataka,Kolar,"Tamaka Ind. Area, Kolar - KSPCB",14-02-2025 17:00:00,13.1276288,78.1570122,OZONE,19,19
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",14-02-2025 17:00:00,12.415911,75.735050,PM2.5,30,107
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",14-02-2025 17:00:00,12.415911,75.735050,NH3,1,2
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",14-02-2025 17:00:00,12.415911,75.735050,OZONE,4,15
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",14-02-2025 17:00:00,12.889250,74.853000,NO2,12,21
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",14-02-2025 17:00:00,12.889250,74.853000,OZONE,20,20
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",14-02-2025 17:00:00,12.21041,76.37376,SO2,4,21
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",14-02-2025 17:00:00,13.940000,75.555917,PM2.5,34,44
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",14-02-2025 17:00:00,13.940000,75.555917,NH3,2,3
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB",14-02-2025 17:00:00,13.377516,77.099072,NH3,2,2
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB",14-02-2025 17:00:00,13.377516,77.099072,OZONE,5,9
India,Karnataka,Udupi,"Brahmagiri, Udupi - KSPCB",14-02-2025 17:00:00,13.34194444,74.74694444,OZONE,21,23
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",14-02-2025 17:00:00,16.802639,75.722694,OZONE,14,17
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",14-02-2025 17:00:00,13.0270199,77.494094,PM10,66,109
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",14-02-2025 17:00:00,13.0270199,77.494094,NH3,3,4
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",14-02-2025 17:00:00,12.990328,77.5431385,SO2,4,7
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",14-02-2025 17:00:00,13.0246342,77.5080115,PM2.5,59,85
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",14-02-2025 17:00:00,13.0246342,77.5080115,OZONE,29,31
India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB",14-02-2025 17:00:00,13.008556,76.125258,OZONE,1,4
India,Karnataka,Hubballi,"Deshpande Nagar, Hubballi - KSPCB",14-02-2025 17:00:00,15.351773,75.140726,PM10,NA,NA
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",14-02-2025 17:00:00,15.3714823,75.1160168,SO2,1,4
